SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Tue Mar 08 10:41:14 CET 2016
Benutzer: Admin
Dark-Spektrum vorhanden: Ja
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB4F05832
Integrationszeit (usec): 5000 (USB4F05832)
Spektren Durchschnitt berechnet: 800 (USB4F05832)
Boxcar Gl�ttung: 0 (USB4F05832)
Dunkelstromkorrektur: Nein (USB4F05832)
Puls/Lampe aktiviert: Nein (USB4F05832)
Correct for Detector Non-linearity: Nein (USB4F05832)
Streulichtkorrektur: Nein (USB4F05832)
Anzahl Pixel in verarbeitetem Spektrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
177,54	-1,47
177,75	-1,47
177,97	-1,47
178,19	1,57
178,41	-0,51
178,63	0,31
178,85	-0,02
179,07	-0,15
179,29	0,47
179,51	-1,03
179,73	1,34
179,95	1,70
180,17	-0,12
180,39	-0,74
180,61	0,60
180,83	0,85
181,05	-1,20
181,27	-0,32
181,49	-2,28
181,71	0,15
181,92	0,14
182,14	1,66
182,36	-3,85
182,58	2,09
182,80	0,30
183,02	1,40
183,24	1,01
183,46	0,53
183,68	-1,29
183,90	-1,61
184,12	-0,77
184,34	1,19
184,56	3,01
184,78	-1,24
185,00	1,68
185,21	-4,97
185,43	-0,06
185,65	-0,50
185,87	-0,78
186,09	-0,17
186,31	-1,99
186,53	2,02
186,75	-1,14
186,97	3,97
187,19	0,98
187,41	2,06
187,63	1,83
187,84	1,48
188,06	-0,95
188,28	1,55
188,50	-1,33
188,72	-0,43
188,94	2,29
189,16	-1,36
189,38	1,57
189,60	-0,32
189,82	-0,70
190,03	-0,75
190,25	-3,38
190,47	1,58
190,69	0,53
190,91	-1,01
191,13	-4,56
191,35	-0,51
191,57	-2,55
191,79	-2,22
192,01	-2,15
192,22	2,02
192,44	-1,51
192,66	-1,04
192,88	0,19
193,10	0,20
193,32	-4,77
193,54	-0,34
193,76	-1,53
193,98	-1,26
194,19	1,19
194,41	-1,80
194,63	2,42
194,85	0,65
195,07	0,33
195,29	0,35
195,51	1,92
