3,000	24,800
3,200	20,600
3,400	24,000
3,600	23,000
3,800	25,600
4,000	25,000
4,200	30,000
4,400	38,200
4,600	50,800
4,800	93,000
5,000	136,400
5,200	166,200
5,400	198,800
5,600	212,000
5,800	214,600
6,000	245,600
6,200	244,600
6,400	243,600
6,600	250,400
6,800	245,200
7,000	255,800
7,200	243,200
7,400	234,200
7,600	250,200
7,800	231,800
8,000	239,800
8,200	232,400
8,400	289,600
8,600	533,600
8,800	275,400
9,000	230,400
9,200	222,000
9,400	265,800
9,600	620,200
9,800	1133,200
10,000	321,600
10,200	206,000
10,400	177,400
10,600	186,600
10,800	175,600
11,000	164,200
11,200	159,600
11,400	151,000
11,600	147,800
11,800	140,200
12,000	144,800
12,200	139,400
12,400	124,000
12,600	118,200
12,800	111,800
13,000	113,600
13,200	105,600
13,400	107,800
13,600	95,800
13,800	95,400
14,000	95,400
14,200	95,800
14,400	84,000
14,600	86,400
14,800	78,200
15,000	90,600
15,200	80,000
15,400	84,400
15,600	81,600
15,800	72,600
16,000	77,800
16,200	76,800
16,400	77,800
16,600	77,000
16,800	76,000
17,000	72,600
17,200	70,800
17,400	83,400
17,600	80,600
17,800	111,400
18,000	96,400
18,200	76,200
18,400	65,800
18,600	61,600
18,800	63,000
19,000	66,200
19,200	68,400
19,400	67,400
19,600	65,400
19,800	77,600
20,000	106,000
20,200	220,600
20,400	132,800
20,600	68,600
20,800	61,200
21,000	51,200
21,200	56,000
21,400	56,400
21,600	49,000
21,800	58,800
22,000	56,000
